"","County","Type","Grouping","LowerBound","Median","UpperBound","COD","COV","PRD","PRB","Sales"
"2.5%780","Warrick","Residential Improved","Boon",0.9,0.91,0.92,12.41,17.35,1.03,0,241
"df_sp361","Warrick","Residential Improved","Campbell",0.84,0.9,0.95,9.6,13.75,0.99,0,9
"2.5%781","Warrick","Residential Improved","Greer",0.86,0.91,0.96,11.84,16.92,1.01,0,26
"df_sp362","Warrick","Residential Improved","Hart",0.86,0.9,0.97,11.25,17.57,1.02,0,14
"df_sp363","Warrick","Residential Improved","Pigeon",0.81,0.92,0.96,11.46,14.99,1,0,19
"2.5%782","Warrick","Residential Improved","Ohio",0.9,0.91,0.92,8.91,12.83,1.01,0,790
"df_sp364","Warrick","Residential Improved","Skelton",0.87,0.91,0.93,13.08,19.49,1.02,0,18
"1253","Washington","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1254","Washington","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1255","Washington","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp365","Washington","Commercial Improved","Countywide",0.81,0.91,1.14,16.17,21.61,1.02,0,10
"2.5%783","Washington","Residential Vacant","Countywide",0.58,0.74,0.89,52.82,59.52,2.01,0,93
"2.5%784","Washington","Residential Improved","Countywide",0.88,0.91,0.92,13.86,17.66,1.03,0,298
"df_sp366","Washington","Residential Improved","Brown",0.83,0.91,1.01,10.85,13.46,1.02,0,13
"df_sp367","Washington","Residential Improved","Franklin",0.85,0.92,1.01,12.74,17.31,1,0,13
"df_sp368","Washington","Residential Improved","Howard",0.8,0.94,0.99,13.5,18.66,1.05,0,19
"2.5%785","Washington","Residential Improved","Pierce",0.87,0.92,0.99,13.97,17.22,1.02,0,34
"df_sp369","Washington","Residential Improved","Polk",0.78,0.89,0.92,12.71,18.8,1.03,0,13
"df_sp370","Washington","Residential Improved","Posey",0.83,0.93,0.97,13.21,18.65,1.05,0,16
"2.5%786","Washington","Residential Improved","Washington",0.87,0.9,0.93,14.19,17.8,1.03,0,190
"1256","Wayne","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1257","Wayne","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1258","Wayne","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%787","Wayne","Commercial Improved","Countywide",0.92,0.97,0.99,6.64,8.61,1.01,0,39
"df_sp371","Wayne","Commercial Improved","Center",0.87,0.96,1,5.48,7.82,1.02,0,8
"2.5%788","Wayne","Commercial Improved","Wayne",0.92,0.97,0.99,6.94,8.9,1.01,0,31
"df_sp372","Wayne","Residential Vacant","Countywide",0.93,1.07,1.1,17.15,38.44,1.03,0,16
"2.5%789","Wayne","Residential Improved","Countywide",0.95,0.95,0.96,6.11,27.25,1.01,0,939
"df_sp373","Wayne","Residential Improved","Dalton",0.96,0.97,0.98,1.47,1.99,1,0,6
"df_sp374","Wayne","Residential Improved","Clay",0.86,0.96,0.97,4.61,6.7,1,0,13
"2.5%790","Wayne","Residential Improved","Center",0.94,0.95,0.96,4.3,5.53,1,0,114
"df_sp375","Wayne","Residential Improved","Franklin",0.86,0.96,0.98,5.59,6.79,0.99,0,14
"2.5%791","Wayne","Residential Improved","Jackson",0.9,0.95,0.96,5.51,6.61,1,0,69
"2.5%792","Wayne","Residential Improved","Jefferson",0.92,0.95,0.96,5.14,6.06,1,0,61
"2.5%793","Wayne","Residential Improved","Wayne",0.95,0.96,0.96,6.7,34.02,1.01,0,582
"df_sp376","Wayne","Residential Improved","Abington",0.87,0.96,0.98,3.79,5.35,1,0,5
"df_sp377","Wayne","Residential Improved","Boston",0.85,0.95,0.97,5.74,7.32,0.99,0,13
"df_sp378","Wayne","Residential Improved","Greene",0.85,0.95,0.98,7.98,11.67,1.01,0,9
"2.5%794","Wayne","Residential Improved","New Garden",0.89,0.95,0.97,5.72,7.02,1,0,26
"df_sp379","Wayne","Residential Improved","Washington",0.86,0.94,0.98,6.95,9.41,1.03,0,14
"df_sp380","Wayne","Residential Improved","Webster",0.87,0.94,0.98,6.36,7.86,1,0,13
"1259","Wells","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1260","Wells","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1261","Wells","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp381","Wells","Commercial Improved","Countywide",0.87,1.01,1.1,107.54,141.47,1.64,0,9
"2.5%795","Wells","Residential Vacant","Countywide",1.13,1.15,1.28,27.17,42.09,1.25,0,40
"df_sp382","Wells","Residential Vacant","Jefferson",1.04,1.15,1.41,13.48,16.34,1.11,0,7
"df_sp383","Wells","Residential Vacant","Lancaster",1.08,1.14,1.31,18.62,33.23,1,0,12
"1262","Wells","Residential Vacant","Rockcreek",NA,NA,NA,NA,NA,NA,NA,4
"df_sp384","Wells","Residential Vacant","Chester",1.14,1.22,1.49,40.59,51.01,1.61,0,17
"2.5%796","Wells","Residential Improved","Countywide",1,1,1.01,18.8,65.01,1.08,0,619
"df_sp385","Wells","Residential Improved","Chester",0.97,1.01,1.08,41.06,96.14,1.25,0,14
"2.5%797","Wells","Residential Improved","Harrison",0.99,1,1.02,11.36,15.89,1.02,0,231
"df_sp386","Wells","Residential Improved","Jackson",0.96,1.02,1.38,28.61,42.35,1.02,0,7
"2.5%798","Wells","Residential Improved","Jefferson",1,1,1.02,21.87,81.6,1.12,0,162
"2.5%799","Wells","Residential Improved","Lancaster",0.99,1,1.02,19.44,72.2,1.09,0,126
"df_sp387","Wells","Residential Improved","Liberty",0.94,0.99,1.04,9.91,15,1,0,14
"df_sp388","Wells","Residential Improved","Nottingham",0.94,1.03,1.12,14.49,21.84,1.04,0,12
"2.5%800","Wells","Residential Improved","Rockcreek",0.96,1.02,1.1,58.33,94.97,1.33,0,28
"2.5%801","Wells","Residential Improved","Union",0.94,1,1.07,10.13,15.37,1.03,0,25
"1263","White","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1264","White","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1265","White","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%802","White","Commercial Improved","Countywide",0.82,0.89,0.97,21.08,27.81,0.98,0,22
"2.5%803","White","Residential Vacant","Countywide",1.02,1.11,1.33,29.18,41.63,1.9,0,21
"1266","White","Residential Vacant","Liberty",NA,NA,NA,NA,NA,NA,NA,3
"df_sp389","White","Residential Vacant","Monon",1,1.23,1.47,26.1,43.15,1.37,0,7
"df_sp390","White","Residential Vacant","Union",1.03,1.09,1.33,11.86,16.72,1.29,0,7
"1267","White","Residential Vacant","Big Creek",NA,NA,NA,NA,NA,NA,NA,1
"2.5%804","White","Residential Improved","Countywide",0.9,0.91,0.92,20.15,33.86,1.06,0,860
"2.5%805","White","Residential Improved","Big Creek",0.79,0.9,0.96,12.65,15.81,1.01,0,22
"df_sp391","White","Residential Improved","Cass",0.78,0.91,1.51,40.49,61.89,1.14,0,8
"2.5%806","White","Residential Improved","Honey Creek",0.86,0.94,1.02,24.21,39.72,1.06,0,28
"df_sp392","White","Residential Improved","Jackson",0.82,0.95,0.98,19.18,39.1,1.09,0,11
"2.5%807","White","Residential Improved","Liberty",0.86,0.9,0.94,21.84,33.5,1.07,0,115
"df_sp393","White","Residential Improved","Lincoln",0.74,0.94,1.05,30.06,40.31,1.13,0,9
"2.5%808","White","Residential Improved","Monon",0.88,0.92,0.97,21.13,35.46,1.06,0,108
"2.5%809","White","Residential Improved","Prairie",0.89,0.91,0.96,17.6,29.79,1.04,0,127
"2.5%810","White","Residential Improved","Princeton",0.86,0.91,1,35.83,53.72,1.23,0,32
"df_sp394","White","Residential Improved","Round Grove",0.82,0.9,0.97,8.04,11.29,1,0,6
"2.5%811","White","Residential Improved","Union",0.89,0.91,0.92,18.5,29.85,1.04,0,394
"1268","Whitley","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp395","Whitley","Industrial Improved","Countywide",0.44,0.68,0.91,22.6,28.34,0.97,0,5
"1269","Whitley","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp396","Whitley","Commercial Improved","Countywide",0.67,0.99,1.19,30.48,44.89,1.76,0,10
"1270","Whitley","Commercial Improved","Columbia",NA,NA,NA,NA,NA,NA,NA,4
"df_sp397","Whitley","Commercial Improved","Cleveland",0.65,0.95,1.21,45.77,58.22,2.3,0,6
"df_sp398","Whitley","Residential Vacant","Countywide",0.35,0.48,0.72,74.07,87.67,1.5,0,10
"2.5%812","Whitley","Residential Improved","Countywide",0.94,0.95,0.95,11.67,16.11,1.01,0,679
"2.5%813","Whitley","Residential Improved","Cleveland",0.88,0.95,1.03,14.02,16.83,1.01,0,41
"2.5%814","Whitley","Residential Improved","Columbia",0.94,0.95,0.96,11.05,15.13,1.01,0,339
"2.5%815","Whitley","Residential Improved","Etna Troy",0.84,0.93,0.95,12.58,18.06,0.97,0,28
"2.5%816","Whitley","Residential Improved","Jefferson",0.92,0.95,1,11.07,16.24,1.05,0,29
"df_sp399","Whitley","Residential Improved","Richland",0.82,0.93,1.07,15.09,18.31,0.99,0,16
"2.5%817","Whitley","Residential Improved","Smith",0.93,0.95,0.96,11.09,14.97,1,0,96
"2.5%818","Whitley","Residential Improved","Thorncreek",0.89,0.94,0.97,14.39,21.79,1.01,0,69
"2.5%819","Whitley","Residential Improved","Union",0.92,0.95,0.97,9.1,12.79,1.01,0,50
"df_sp400","Whitley","Residential Improved","Washington",0.83,0.95,1.05,13.84,18.85,1.01,0,11
