"","County","Type","Grouping","LowerBound","Median","UpperBound","COD","COV","PRD","PRB","Sales"
"2.5%463","Madison","Commercial Improved","Countywide",0.5,0.67,0.84,58.93,69.61,1.37,0,42
"2.5%464","Madison","Residential Vacant","Countywide",0.09,0.11,0.16,144.08,112.98,1.61,0,92
"2.5%465","Madison","Residential Improved","Countywide",0.88,0.89,0.9,26.34,36,1.1,0,1498
"2.5%466","Madison","Residential Improved","Adams",0.73,0.88,0.97,19.54,25.38,1.06,0,20
"2.5%467","Madison","Residential Improved","Anderson",0.88,0.89,0.91,29.53,38.78,1.11,0,852
"2.5%468","Madison","Residential Improved","Boone",0.86,0.98,1.05025,30.69,38.61,1.11,0,70
"2.5%469","Madison","Residential Improved","Duck Creek",0.83,0.91,0.97,28.28,39.89,1.25,0,123
"2.5%470","Madison","Residential Improved","Fall Creek",0.88,0.91,0.94,19.37,29.43,1.04,0,128
"2.5%471","Madison","Residential Improved","Green",0.8,0.81,0.86,14.74,19.53,1.02,0,121
"2.5%472","Madison","Residential Improved","Lafayette",0.8,0.88,0.94,22.74,28.85,1.09,0,42
"2.5%473","Madison","Residential Improved","Richland",0.79,0.95,1.04,18.23,24.2,1.07,0,29
"2.5%474","Madison","Residential Improved","Stony Creek",0.84,0.9,0.96,15.95,22.42,1.02,0,38
"2.5%475","Madison","Residential Improved","Union",0.89,0.9,0.96,21.17,29.62,1.11,0,75
"df_sp211","Marion","Industrial Vacant","Countywide",0.87,0.94,1.2,32.75,53.35,2.67,0,9
"2.5%476","Marion","Industrial Improved","Countywide",0.49,0.6,0.77,43.54,47.52,1.13,0,70
"2.5%477","Marion","Industrial Improved","Center",0.43,0.56,0.78,45.02,48.11,1.24,0,41
"df_sp212","Marion","Industrial Improved","Decatur",0.42,0.53,0.88,44.61,51.86,1,0,13
"df_sp213","Marion","Industrial Improved","Warren",0.6,0.73,0.94,35.11,42.19,1.19,0,16
"2.5%478","Marion","Commercial Vacant","Countywide",0.2,0.45,0.82,93.1,87.61,11.25,0,28
"2.5%479","Marion","Commercial Improved","Countywide",0.52,0.58,0.64,52.17,58.27,1.33,0,566
"2.5%480","Marion","Commercial Improved","Center",0.41,0.49,0.58,68.92,69.62,1.18,0,181
"df_sp214","Marion","Commercial Improved","Decatur",0.74,0.91,0.97,14.15,20.4,1.14,0,8
"df_sp215","Marion","Commercial Improved","Franklin",0.51,0.73,0.84,26.67,35.21,1.25,0,19
"2.5%481","Marion","Commercial Improved","Lawrence",0.68,0.81,0.95,32.79,42.48,1.64,0,40
"2.5%482","Marion","Commercial Improved","Perry",0.58,0.77,0.84,28.36,37.36,1.36,0,64
"2.5%483","Marion","Commercial Improved","Pike",0.4,0.49,0.53,41.05,53.24,1.19,0,50
"2.5%484","Marion","Commercial Improved","Warren",0.4295,0.58,0.77,58.23,63.82,1.06,0,62
"2.5%485","Marion","Commercial Improved","Washington",0.34,0.43,0.58,62.16,62.44,1.47,0,59
"2.5%486","Marion","Commercial Improved","Wayne",0.49,0.64,0.72,42.87,53.27,2.03,0,75
"2.5%487","Marion","Residential Vacant","Countywide",0.61,0.75,0.83,55.9,69.15,1.69,0,283
"2.5%488","Marion","Residential Vacant","Center",0.41,0.53,0.72,71.65,72.13,2.07,0,110
"df_sp216","Marion","Residential Vacant","Decatur",0.66,0.83,0.96,16.75,23.14,1.13,0,6
"df_sp217","Marion","Residential Vacant","Franklin",0.14,0.66,1.04,89.1,91.14,1.99,0,17
"df_sp218","Marion","Residential Vacant","Lawrence",0.63,1,1.15,32.38,49.61,1.25,0,14
"df_sp219","Marion","Residential Vacant","Perry",0.78,1.04,1.22,24.58,34.65,1.21,0,19
"df_sp220","Marion","Residential Vacant","Pike",0.17,0.27,0.93,146.18,79.36,1.23,0,16
"2.5%489","Marion","Residential Vacant","Warren",0.04,0.8,1,70.33,98.56,3.42,0,25
"2.5%490","Marion","Residential Vacant","Washington",0.91,0.97,1.01,27.47,44.38,1.29,0,38
"2.5%491","Marion","Residential Vacant","Wayne",0.32,0.78,0.97,50.12,64.75,1.43,0,26
"2.5%492","Marion","Residential Improved","Countywide",0.94,0.95,0.95,15.72,24.55,1.04,0,19628
"2.5%493","Marion","Residential Improved","Center",0.96,0.96,0.97,17.4,26.29,1.05,0,4501
"2.5%494","Marion","Residential Improved","Decatur",0.92,0.93,0.94,14.41,23.8,1.03,0,785
"2.5%495","Marion","Residential Improved","Franklin",0.91,0.92,0.93,10.12,16.3,1.01,0,1542
"2.5%496","Marion","Residential Improved","Lawrence",0.95,0.95,0.96,13.96,21.87,1.04,0,2307
"2.5%497","Marion","Residential Improved","Perry",0.94,0.95,0.95,11.88,17.65,1.01,0,2037
"2.5%498","Marion","Residential Improved","Pike",0.93,0.93,0.94,14.5,21.66,1.03,0,1280
"2.5%499","Marion","Residential Improved","Warren",0.94,0.95,0.95,16.04,24.99,1.04,0,2292
"2.5%500","Marion","Residential Improved","Washington",0.96,0.96,0.96,10.96,16.89,1.02,0,2478
"2.5%501","Marion","Residential Improved","Wayne",0.92,0.93,0.94,25.5,34.56,1.09,0,2319
"1126","Marshall","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp221","Marshall","Industrial Improved","Countywide",0.3,0.96,1.02,17.35,36.42,1.38,0,5
"df_sp222","Marshall","Commercial Vacant","Countywide",0.97,0.99,1,6.94,13.83,0.99,0,6
"2.5%502","Marshall","Commercial Improved","Countywide",0.53925,0.91,0.98,28.6,41.65,1.54,0,26
"df_sp223","Marshall","Commercial Improved","Union",0.82,0.97,1.02,18.69,29.8,1.07,0,6
"df_sp224","Marshall","Commercial Improved","Center",0.54,0.91,0.93,21.18,35.95,1.76,0,10
"df_sp225","Marshall","Commercial Improved","Bourbon",0.34,0.56,1.03,56.59,55.57,1.24,0,10
"2.5%503","Marshall","Residential Vacant","Countywide",0.78,0.98,1.00025,23.25,38.06,1.39,0,26
"df_sp226","Marshall","Residential Vacant","Center",0.76,1.03,1.12,14.17,22,1.07,0,7
"df_sp227","Marshall","Residential Vacant","Bourbon",0.69,0.97,1,26.25,43.56,1.39,0,19
"2.5%504","Marshall","Residential Improved","Countywide",0.93,0.94,0.95,11.33,16.81,1.03,0,590
"2.5%505","Marshall","Residential Improved","Bourbon",0.9,0.95,1.01,12.53,15.93,1.03,0,35
"2.5%506","Marshall","Residential Improved","German",0.9,0.93,0.96,12.39,18.35,1.02,0,98
"2.5%507","Marshall","Residential Improved","North",0.87,0.92,0.98025,14.07,20.42,1.03,0,28
"2.5%508","Marshall","Residential Improved","Polk",0.88,0.93,1.01,12.62,18.27,1.02,0,22
"df_sp228","Marshall","Residential Improved","Tippecanoe",0.91,0.95,1.03,8.47,11.29,1.03,0,12
"2.5%509","Marshall","Residential Improved","Union",0.85,0.93,0.96,13.38,19.25,1.04,0,47
"2.5%510","Marshall","Residential Improved","Walnut",0.9,0.92,0.95,9.17,12.7,1.03,0,46
"2.5%511","Marshall","Residential Improved","West",0.91,0.95,0.97,12.31,16.63,1.07,0,63
"2.5%512","Marshall","Residential Improved","Center",0.93,0.94,0.95,10.06,16.1,1.02,0,239
"1127","Martin","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1128","Martin","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1129","Martin","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp229","Martin","Commercial Improved","Countywide",0.91,0.94,1.05,10.7,14.48,1.04,0,19
"df_sp230","Martin","Residential Vacant","Countywide",0.71,1.09,1.33,12.51,21.23,1.14,0,5
"2.5%513","Martin","Residential Improved","Countywide",0.92,0.95,0.98,17.98,26.63,1.05,0,189
"2.5%514","Martin","Residential Improved","Helbert",0.9,0.97,1.04,20.08,28.4,1.06,0,39
"2.5%515","Martin","Residential Improved","Perry",0.92,0.95,0.98,16.92,26.21,1.05,0,124
"1130","Miami","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1131","Miami","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1132","Miami","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp231","Miami","Commercial Improved","Countywide",0.87,1,1.08,21.31,30.3,1.09,0,16
"df_sp232","Miami","Residential Vacant","Countywide",0.23,0.56,1.1,59.21,64.11,1.22,0,8
"2.5%516","Miami","Residential Improved","Countywide",0.91,0.94,0.98,23.38,32.59,1.08,0,273
"2.5%517","Miami","Residential Improved","Peru",0.91,0.95,0.99,23.64,32.8,1.08,0,120
"2.5%518","Miami","Residential Improved","Washington",0.88,0.95,1.09,22.9,29.01,1.08,0,24
"2.5%519","Miami","Residential Improved","Pipe Creek",0.8,0.89,0.98,25.45,34.55,1.01,0,56
"2.5%520","Miami","Residential Improved","Union",0.9,0.98,1.03,18.84,28,1.17,0,21
"2.5%521","Miami","Residential Improved","Butler",0.88,0.97,1,20.98,31.56,1.11,0,47
"1133","Monroe","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1134","Monroe","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp233","Monroe","Commercial Vacant","Countywide",0,0.51,0.89,44.86,71.9,6.72,0,5
"2.5%522","Monroe","Commercial Improved","Countywide",0.93,0.97,1.01,16.13,23.09,1.24,0,106
"2.5%523","Monroe","Residential Vacant","Countywide",0.89,0.93,1.05,24.45,37.99,1.86,0,58
"2.5%524","Monroe","Residential Improved","Countywide",0.96,0.97,0.97,12.05,18.21,1.02,0,1844
"df_sp234","Monroe","Residential Improved","Bean Blossom",0.88,0.94,1,12.5,15.82,1.04,0,16
"2.5%525","Monroe","Residential Improved","Benton",0.87,1.01,1.05,16.99,24.88,1.04,0,36
"2.5%526","Monroe","Residential Improved","Bloomington",0.88,0.9,0.92,12.64,17.86,1.02,0,209
"2.5%527","Monroe","Residential Improved","Clear Creek",0.94,0.97,1,14.64,20.42,1.03,0,163
"df_sp235","Monroe","Residential Improved","Indian Creek",0.86,0.95,1.17,9.57,13.04,1.01,0,5
"2.5%528","Monroe","Residential Improved","Perry",0.94,0.95,0.96,11.79,16.44,1.02,0,790
"2.5%529","Monroe","Residential Improved","Richland",0.99,0.99,1,6.23,12.6,1.01,0,364
"2.5%530","Monroe","Residential Improved","Salt Creek",0.85975,0.95,1.05,19.45,25.74,1.05,0,22
"2.5%531","Monroe","Residential Improved","Van Buren",0.93,0.94,0.97,16.26,24.69,1.04,0,207
"2.5%532","Monroe","Residential Improved","Washington",0.78,0.87,0.95,22.25,33.67,1.12,0,27
"1135","Montgomery","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1136","Montgomery","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1137","Montgomery","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp236","Montgomery","Commercial Improved","Countywide",0.78,0.94,1.02,17.97,24.04,1,0,15
"2.5%533","Montgomery","Residential Vacant","Countywide",0.28,0.55,0.63,63.31,84.89,5.55,0,32
"2.5%534","Montgomery","Residential Improved","Countywide",0.94,0.96,0.98,14.62,18.52,1.02,0,317
"2.5%535","Montgomery","Residential Improved","Brown",0.94,1,1.07,15.59,19.47,1.02,0,44
"2.5%536","Montgomery","Residential Improved","Madison",0.90975,0.97,0.99,12.51,16.66,1.01,0,42
"2.5%537","Montgomery","Residential Improved","Union",0.92,0.95,0.98,14.82,18.62,1.02,0,231
"1138","Morgan","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1139","Morgan","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp237","Morgan","Commercial Vacant","Countywide",0.71,1,1.02,17.13,23.89,0.97,0,13
"2.5%538","Morgan","Commercial Improved","Countywide",0.93,0.99,1.15,122.89,115.52,1.3,0,30
"2.5%539","Morgan","Residential Vacant","Countywide",0.98,1.01,1.04,14.33,20.96,1.08,0,201
"2.5%540","Morgan","Residential Vacant","Adams",1.01,1.12,1.15,12.34,18.63,1.12,0,77
"2.5%541","Morgan","Residential Vacant","Ray",0.94,0.97,1.03,16.25,27.06,1.04,0,54
"2.5%542","Morgan","Residential Vacant","Brown",0.92,0.98,1.05,14.63,21.94,1.1,0,34
"2.5%543","Morgan","Residential Vacant","Jackson",0.96,1.01,1.07,10.83,13.68,1.05,0,35
"2.5%544","Morgan","Residential Improved","Countywide",0.93,0.93,0.94,31.95,82.64,1.18,0,1341
"2.5%545","Morgan","Residential Improved","Adams",0.88,0.95,1.05,44.76,115.39,1.27,0,21
"2.5%546","Morgan","Residential Improved","Baker",0.8295,0.91,1,17.31,31.07,1,0,24
"2.5%547","Morgan","Residential Improved","Brown",0.9,0.92,0.93,20.74,79.62,1.1,0,235
"2.5%548","Morgan","Residential Improved","Clay",0.9,0.93,0.98,9.8,12.01,1.01,0,47
"2.5%549","Morgan","Residential Improved","Green",0.89,0.91,0.95,7.02,9.7,1.01,0,34
"2.5%550","Morgan","Residential Improved","Gregg",0.87,0.93,0.98,14.34,27.66,1.03,0,44
"df_sp238","Morgan","Residential Improved","Harrison",0.9,0.94,1.17,21.95,32.43,1.05,0,18
"2.5%551","Morgan","Residential Improved","Jackson",0.83,0.91,0.97,16.64,27.32,1.05,0,46
"2.5%552","Morgan","Residential Improved","Jefferson",0.85,0.92,0.96,13.66,17.97,1.02,0,31
"2.5%553","Morgan","Residential Improved","Madison",0.91,0.93,0.95,49.51,98.06,1.31,0,356
"2.5%554","Morgan","Residential Improved","Monroe",0.93,0.94,0.96,52.7,80.56,1.37,0,187
"2.5%555","Morgan","Residential Improved","Washington",0.93,0.94,0.96,20.48,62.38,1.05,0,298
"1140","Newton","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1141","Newton","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1142","Newton","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%556","Newton","Commercial Improved","Countywide",0.85,0.92,0.98,33.04,85.85,1.18,0,30
"2.5%557","Newton","Residential Vacant","Countywide",1.01,1.06,1.2,32.93,45.42,1.57,0,62
"2.5%558","Newton","Residential Improved","Countywide",0.94,0.96,0.98,47.79,123.62,1.3,0,713
"2.5%559","Newton","Residential Improved","Beaver",0.89,0.93,0.98,36.47,106.8,1.19,0,88
"2.5%560","Newton","Residential Improved","Grant",0.88,0.96,1.01,19.22,29.47,1.07,0,50
"2.5%561","Newton","Residential Improved","Iroquois",0.87,0.94,0.98,17.95,26.58,1.03,0,57
"2.5%562","Newton","Residential Improved","Jefferson",0.93,0.94,0.99,60.98,141.26,1.41,0,137
"2.5%563","Newton","Residential Improved","Lake",0.94,0.97,1.02,77.16,130.99,1.51,0,131
"2.5%564","Newton","Residential Improved","Lincoln",0.95,0.97,0.99,41.46,116.67,1.27,0,244
"1143","Noble","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1144","Noble","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1145","Noble","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%565","Noble","Commercial Improved","Countywide",0.8,0.94,1,25.45,40.65,1.41,0,40
"2.5%566","Noble","Residential Vacant","Countywide",0.96,1.05,1.14,33.1,50.71,1.5,0,52
"2.5%567","Noble","Residential Improved","Countywide",0.95,0.96,0.97,19.29,40.48,1.07,0,1216
"2.5%568","Noble","Residential Improved","Albion",0.89,0.97,1.03,24.03,45.29,1.07,0,53
"2.5%569","Noble","Residential Improved","Allen",0.94,0.96,0.99,15.45,33.65,1.06,0,215
"2.5%570","Noble","Residential Improved","Elkhart",0.82,0.9,1.01,21.22,32.17,1.04,0,42
"2.5%571","Noble","Residential Improved","Green",0.92,0.98,1.09,46.65,80.72,1.27,0,24
"2.5%572","Noble","Residential Improved","Jefferson",0.86,0.96,0.99,16.34,29.04,0.98,0,26
"2.5%573","Noble","Residential Improved","Noble",0.91,0.96,1.01,17.41,24.11,1.03,0,91
"2.5%574","Noble","Residential Improved","Orange",0.93,0.96,0.97,17.2,32.29,1.04,0,134
"2.5%575","Noble","Residential Improved","Perry",0.94,0.97,1,19.86,38.71,1.1,0,115
"2.5%576","Noble","Residential Improved","Sparta",0.93,0.98,1.06,26.78,46.32,1.07,0,39
"2.5%577","Noble","Residential Improved","Swan",0.9,0.96,0.99,13.06,19.25,1.01,0,38
"2.5%578","Noble","Residential Improved","Washington",0.91,0.92,1.01125,32.12,59.71,1.19,0,41
"2.5%579","Noble","Residential Improved","Wayne",0.95,0.97,0.98,18.92,40.81,1.07,0,369
"2.5%580","Noble","Residential Improved","York",0.87,0.92,0.97,14.01,20.8,1,0,29
"1146","Ohio","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1147","Ohio","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1148","Ohio","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp239","Ohio","Commercial Improved","Countywide",0.86,0.99,1.12,21.06,25.76,1.04,0,17
"2.5%581","Ohio","Residential Vacant","Countywide",0.88,0.96,1.1,20.54,24.03,1.08,0,24
"2.5%582","Ohio","Residential Improved","Countywide",0.88,0.93,0.95,15.92,20.64,1.04,0,206
"2.5%583","Ohio","Residential Improved","Cass",0.83,0.89,0.96,20.36,30.52,1.13,0,34
"2.5%584","Ohio","Residential Improved","Randolph",0.89,0.93,0.95,15.14,18.32,1.03,0,172
"1149","Orange","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1150","Orange","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1151","Orange","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%585","Orange","Commercial Improved","Countywide",0.93,1.01,1.06,22.55,37.28,1.3,0,36
"df_sp240","Orange","Commercial Improved","Orleans",0.93,1.04,1.12,7.05,8.85,1.02,0,6
"df_sp241","Orange","Commercial Improved","Paoli",0.31,0.92,0.94,31.79,51.58,1.69,0,18
"df_sp242","Orange","Commercial Improved","French Lick",1.07,1.11,1.15,9.51,14.64,1.04,0,12
"2.5%586","Orange","Residential Vacant","Countywide",0.55925,0.94,1.03,40.53,60.35,1.65,0,32
"2.5%587","Orange","Residential Vacant","French Lick",0.9395,1.03,1.21,30.62,50.9,2.01,0,20
"df_sp243","Orange","Residential Vacant","Southeast",0.23,0.6,0.91,49.85,64.02,1.18,0,11
"2.5%588","Orange","Residential Improved","Countywide",0.94,0.97,0.99,22.65,33.16,1.06,0,341
"2.5%589","Orange","Residential Improved","French Lick",0.97,1.02,1.06,24.15,34.28,1.04,0,88
"df_sp244","Orange","Residential Improved","Greenfield",0.92,0.99,1.08,10.66,13.65,1.03,0,12
"df_sp245","Orange","Residential Improved","Jackson",0.88,0.94,1.02,13.36,17.77,1.02,0,15
"2.5%590","Orange","Residential Improved","Orleans",0.93,1,1.06,21.15,29.57,1.07,0,59
"2.5%591","Orange","Residential Improved","Paoli",0.9,0.93,0.96,20.72,32.01,1.06,0,113
"2.5%592","Orange","Residential Improved","Stampers Creek",0.85,0.94,1.02,27.83,38.4,1.1,0,44
"1152","Owen","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1153","Owen","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1154","Owen","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp246","Owen","Commercial Improved","Countywide",0.86,0.95,1.04,7.28,9.66,1.02,0,7
"2.5%593","Owen","Residential Vacant","Countywide",0.75,0.85,1.0005,31.67,43.34,1.26,0,32
"2.5%594","Owen","Residential Improved","Countywide",0.89,0.91,0.92,13.72,17.51,1.02,0,211
"df_sp247","Owen","Residential Improved","Clay",0.78,0.9,0.94,12.54,15.76,1.02,0,19
"df_sp248","Owen","Residential Improved","Franklin",0.74,0.93,1.04,11.86,15.03,1.01,0,8
"df_sp249","Owen","Residential Improved","Harrison",0.75,0.9,1.1,13.97,17.17,1.02,0,5
"2.5%595","Owen","Residential Improved","Jackson",0.87,0.92,1,13.46,19,1.04,0,29
"df_sp250","Owen","Residential Improved","Jefferson",0.88,0.91,0.92,6.18,9.04,1.02,0,9
"df_sp251","Owen","Residential Improved","Jennings",0.65,0.89,1.02,15.62,19.98,0.99,0,8
"df_sp252","Owen","Residential Improved","Lafayette",0.8,0.91,0.95,12.9,17.21,1,0,19
"df_sp253","Owen","Residential Improved","Montgomery",0.79,0.93,0.96,12.67,17.87,1.03,0,12
"df_sp254","Owen","Residential Improved","Morgan",0.68,0.9,1.01,14.96,21.27,1,0,7
"df_sp255","Owen","Residential Improved","Taylor",0.68,0.92,1.01,13.3,17.49,0.98,0,8
"2.5%596","Owen","Residential Improved","Washington",0.82975,0.9,0.94,14.95,18,1.02,0,62
"2.5%597","Owen","Residential Improved","Wayne",0.8,0.91,0.94,14.99,19.55,1.01,0,25
"1155","Parke","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1156","Parke","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1157","Parke","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp256","Parke","Commercial Improved","Countywide",0.71,0.92,1.04,18.04,23.78,1,0,8
"2.5%598","Parke","Residential Vacant","Countywide",0.83,0.97,1.04,32.66,45.49,1.4,0,43
"2.5%599","Parke","Residential Vacant","Union",0.8885,1,1.18,27.93,39.12,1.43,0,21
"2.5%600","Parke","Residential Vacant","Adams",0.72,0.96,1.04,36.52,51.89,1.37,0,21
"2.5%601","Parke","Residential Improved","Countywide",0.89,0.91,0.94,14.2,17.78,1.01,0,174
"2.5%602","Parke","Residential Improved","Adams",0.86,0.93,0.96,13.85,17.62,1.01,0,85
"2.5%603","Parke","Residential Improved","Florida",0.81,0.91,0.97,14.67,18.87,1,0,24
"df_sp257","Parke","Residential Improved","Reserve",0.81,1.11,1.15,10.14,15.29,0.99,0,7
"2.5%604","Parke","Residential Improved","Union",0.78,0.91,0.95,13.48,17.16,1.01,0,35
"2.5%605","Parke","Residential Improved","Greene",0.77,0.9,0.94,13.26,17.41,1.01,0,23
"1158","Perry","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1159","Perry","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1160","Perry","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp258","Perry","Commercial Improved","Countywide",0.67,0.9,0.94,12.39,17.28,0.99,0,7
"df_sp259","Perry","Residential Vacant","Countywide",0.48,0.92,1.07,14.29,26.08,1.06,0,5
"2.5%606","Perry","Residential Improved","Countywide",0.89,0.91,0.95,11.34,14.8,1.03,0,126
"2.5%607","Perry","Residential Improved","Anderson",0.74,0.92,1.01,17.77,24.34,1.08,0,21
"2.5%608","Perry","Residential Improved","Troy",0.89,0.91,0.95,10.1,12.24,1.03,0,105
"1161","Pike","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1162","Pike","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1163","Pike","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp260","Pike","Commercial Improved","Countywide",0.9,0.95,0.99,7.68,13.61,1.14,0,10
"df_sp261","Pike","Residential Vacant","Countywide",0.08,0.18,0.8,234.84,100.55,2.01,0,15
"2.5%609","Pike","Residential Improved","Countywide",0.94,0.96,0.98,15.41,25.65,1.04,0,169
"df_sp262","Pike","Residential Improved","Clay",0.98,1,1.05,5.9,7.69,1.02,0,15
"2.5%610","Pike","Residential Improved","Jefferson",0.89,0.93,0.96,7.46,9.84,1.01,0,36
"2.5%611","Pike","Residential Improved","Patoka",0.88,0.91,0.96,14.91,30.84,1.03,0,23
"2.5%612","Pike","Residential Improved","Washington",0.95,0.98,1.01,18.94,28.92,1.06,0,94
"1164","Porter","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1165","Porter","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1166","Porter","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%613","Porter","Commercial Improved","Countywide",0.84,0.91,0.96,15.88,23.42,1.02,0,35
"df_sp263","Porter","Commercial Improved","Center",0.74,0.91,0.96,17.59,27.32,0.95,0,9
"df_sp264","Porter","Commercial Improved","Portage",0.81,0.96,1.06,14.57,20.45,1.04,0,13
"df_sp265","Porter","Commercial Improved","Boone",0.89,0.92,0.95,13.29,21.68,1.01,0,12
"2.5%614","Porter","Residential Vacant","Countywide",0.84,0.92,1,28.03,35.44,1.23,0,115
"2.5%615","Porter","Residential Vacant","Boone",0.78,1.01,1.15,23.69,33.21,1.21,0,35
"2.5%616","Porter","Residential Vacant","Center",0.92,1,1.13,19.52,26.41,1.14,0,39
"2.5%617","Porter","Residential Vacant","Liberty",0.64,0.67,0.8,33.35,43.69,1.29,0,33
"df_sp266","Porter","Residential Vacant","Portage",0.9,1.1,1.39,20.08,25.86,1.12,0,7
"2.5%618","Porter","Residential Improved","Countywide",0.94,0.95,0.96,14.36,20.08,1.02,0,2256
"2.5%619","Porter","Residential Improved","Boone",0.9,0.96,1,18.38,25.76,1.03,0,74
"2.5%620","Porter","Residential Improved","Center",0.92,0.95,0.96,13.2,17.44,1.01,0,685
"2.5%621","Porter","Residential Improved","Jackson",0.88,0.94,0.99025,16.89,23.5,1,0,62
"2.5%622","Porter","Residential Improved","Liberty",0.95,0.96,0.98,12.05,17.97,1.01,0,118
"2.5%623","Porter","Residential Improved","Morgan",0.9,0.95,1,14.45,24.16,1.01,0,45
"2.5%624","Porter","Residential Improved","Pine",0.81,0.96,1.06,19.87,27.37,1.04,0,27
"2.5%625","Porter","Residential Improved","Pleasant",0.89,0.95,0.98,12.77,16.93,1.01,0,62
"2.5%626","Porter","Residential Improved","Portage",0.94,0.95,0.96,15.33,21.77,1.03,0,623
"2.5%627","Porter","Residential Improved","Porter",0.91,0.95,0.97,12.65,16.61,1.02,0,115
"2.5%628","Porter","Residential Improved","Union",0.92,0.95,0.96,14.27,18.38,1.01,0,128
"2.5%629","Porter","Residential Improved","Washington",0.89,0.95,0.97,11.68,15.37,1,0,49
"2.5%630","Porter","Residential Improved","Westchester",0.92,0.95,0.97,15.04,21,1.02,0,265
"1167","Posey","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1168","Posey","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1169","Posey","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp267","Posey","Commercial Improved","Countywide",0.88,0.93,1.01,11.16,15.07,1.01,0,19
"df_sp268","Posey","Commercial Improved","Black",0.82,0.92,1.01,10.16,13.9,0.98,0,11
"df_sp269","Posey","Commercial Improved","Bethel",0.88,0.96,1.2,11.91,16.12,1.03,0,8
"2.5%631","Posey","Residential Vacant","Countywide",0.79,0.94,1.01,26.17,36.71,1.19,0,38
"df_sp270","Posey","Residential Vacant","Bethel",0.76,0.93,1.04,16.55,23.94,1.23,0,8
"2.5%632","Posey","Residential Vacant","Black",0.79,0.95,1.11,28.36,39.88,1.18,0,30
"2.5%633","Posey","Residential Improved","Countywide",0.92,0.92,0.94,12.32,16.39,1.02,0,336
"df_sp271","Posey","Residential Improved","Bethel",0.82,0.97,1.02,13.44,17.56,1.01,0,16
"2.5%634","Posey","Residential Improved","Black",0.89,0.92,0.92,13.34,18.35,1.02,0,149
"2.5%635","Posey","Residential Improved","Center",0.91,0.93,0.99,11.77,16.59,1,0,21
