"","County","Type","Grouping","LowerBound","Median","UpperBound","COD","COV","PRD","PRB","Sales"
"1128","Jasper","Residential Vacant","Newton",NA,NA,NA,NA,NA,NA,NA,0
"1129","Jasper","Residential Vacant","Union",NA,NA,NA,NA,NA,NA,NA,0
"2.5%303","Jasper","Residential Vacant","Walker",0.82,0.85,1,12.47,14.42,1,0,28
"df_sp133","Jasper","Residential Vacant","Wheatfield",0.8,0.88,1.04,9.21,11.47,0.99,0,8
"df_sp134","Jasper","Residential Vacant","Barkley",0.54,0.66,1.04,32.05,34.1,1.08,0,8
"2.5%304","Jasper","Residential Improved","Countywide",0.96,0.97,0.98,58.01,149.25,1.38,0,981
"2.5%305","Jasper","Residential Improved","Carpenter",0.86,0.93,0.99,11.94,14.55,1.03,0,47
"2.5%306","Jasper","Residential Improved","Kankakee",0.89,0.97,1.04,44.2,120.98,1.28,0,22
"2.5%307","Jasper","Residential Improved","Keener",0.98,0.99,1,40.87,130.43,1.27,0,378
"2.5%308","Jasper","Residential Improved","Marion",0.95,0.97,0.99,21.82,76.68,1.1,0,210
"df_sp135","Jasper","Residential Improved","Jordan",0.9,0.94,1.02,8.15,9.94,1,0,12
"df_sp136","Jasper","Residential Improved","Newton",0.87,0.98,1.06,218.3,211.01,2.69,0,19
"2.5%309","Jasper","Residential Improved","Union",0.88975,0.94,1.04,80.84,144.2,1.52,0,23
"2.5%310","Jasper","Residential Improved","Walker",0.92,0.94,0.96,124.74,155.52,1.82,0,130
"2.5%311","Jasper","Residential Improved","Wheatfield",0.93,0.95,1,95.41,148.48,1.63,0,140
"1130","Jay","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1131","Jay","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1132","Jay","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp137","Jay","Commercial Improved","Countywide",0.78,0.96,1.1,15.89,19.74,1.02,0,11
"1133","Jay","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%312","Jay","Residential Improved","Countywide",0.94,0.96,0.98,12.95,16.11,1.03,0,389
"2.5%313","Jay","Residential Improved","Jefferson",0.89,0.96,1.04,11.8,14.54,1.03,0,24
"2.5%314","Jay","Residential Improved","Bearcreek",0.93,0.96,1.04,9.6,12.77,1.02,0,21
"df_sp138","Jay","Residential Improved","Knox",0.79,0.96,1.04,13.19,15.77,1.02,0,19
"df_sp139","Jay","Residential Improved","Greene",0.86,0.96,1.04,9.34,10.96,1.02,0,15
"2.5%315","Jay","Residential Improved","Richland",0.9,0.95,1.01,14.11,16.68,1.02,0,94
"2.5%316","Jay","Residential Improved","Wayne",0.93,0.96,0.98,13.15,16.67,1.03,0,216
"1134","Jefferson","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1135","Jefferson","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1136","Jefferson","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp140","Jefferson","Commercial Improved","Countywide",0.87,0.91,0.93,6.15,10.42,1,0,9
"df_sp141","Jefferson","Residential Vacant","Countywide",0.86,0.88,1.23,12.99,16.91,1.01,0,8
"2.5%317","Jefferson","Residential Improved","Countywide",0.9,0.91,0.93,11.4,14.59,1.02,0,390
"df_sp142","Jefferson","Residential Improved","Lancaster",0.85,0.92,0.95,11.36,14.98,1,0,17
"df_sp143","Jefferson","Residential Improved","Milton",0.88,0.95,1.01,6.33,8.85,1,0,8
"df_sp144","Jefferson","Residential Improved","Republican",0.91,0.97,1.04,9.22,12.18,1,0,11
"df_sp145","Jefferson","Residential Improved","Graham",0.79,0.93,1.13,14.61,17.67,1.01,0,7
"2.5%318","Jefferson","Residential Improved","Hanover",0.84,0.9,0.93,12.63,15.49,1.02,0,77
"2.5%319","Jefferson","Residential Improved","Madison",0.89,0.91,0.92,11.15,14.5,1.02,0,263
"df_sp146","Jefferson","Residential Improved","Saluda",0.82,0.93,0.98,9.55,15.12,1.02,0,7
"1137","Jennings","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1138","Jennings","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1139","Jennings","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp147","Jennings","Commercial Improved","Countywide",0.8,0.97,1.01,14.7,18.85,0.99,0,15
"1140","Jennings","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%320","Jennings","Residential Improved","Countywide",0.89,0.91,0.92,11.3,14.52,1.01,0,251
"2.5%321","Jennings","Residential Improved","Bigger",0.84,0.91,0.96,12.47,15.71,1.02,0,48
"df_sp148","Jennings","Residential Improved","Columbia",0.81,0.91,0.94,6.5,9.34,1,0,7
"df_sp149","Jennings","Residential Improved","Campbell",0.82,0.93,0.99,10.33,13.41,1.01,0,6
"2.5%322","Jennings","Residential Improved","Center",0.87,0.91,0.92,11.37,14.45,1.01,0,99
"2.5%323","Jennings","Residential Improved","Geneva",0.86975,0.91,0.94,12.24,16.06,1.01,0,48
"df_sp150","Jennings","Residential Improved","Lovett",0.8,0.93,0.96,9.35,13.57,1.02,0,7
"df_sp151","Jennings","Residential Improved","Montgomery",0.84,0.91,0.95,6.14,8.51,1.01,0,6
"2.5%324","Jennings","Residential Improved","Spencer",0.84,0.91,0.96,10.25,13.13,1.02,0,30
"1141","Johnson","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1142","Johnson","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1143","Johnson","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%325","Johnson","Commercial Improved","Countywide",0.87,0.92,0.96,11,15.43,1,0,21
"2.5%326","Johnson","Residential Vacant","Countywide",0.87,0.93,0.96,12.21,17.06,0.99,0,42
"df_sp152","Johnson","Residential Vacant","Blue River",0.83,0.97,0.97,10.7,19.95,0.99,0,9
"1144","Johnson","Residential Vacant","Needham",NA,NA,NA,NA,NA,NA,NA,0
"2.5%327","Johnson","Residential Vacant","White River",0.86,0.93,0.96,12.5,16.77,1,0,29
"2.5%328","Johnson","Residential Improved","Countywide",0.91,0.91,0.91,9.47,42.81,1.03,0,2264
"2.5%329","Johnson","Residential Improved","Blue River",0.87,0.91,0.95,8.66,11.94,1,0,27
"df_sp153","Johnson","Residential Improved","Clark",0.85,0.92,0.97,8.4,12.11,1.02,0,9
"2.5%330","Johnson","Residential Improved","Franklin",0.89,0.9,0.92,5.81,7.51,1,0,225
"2.5%331","Johnson","Residential Improved","Hensley",0.89,0.91,0.92,6.17,8.74,1.01,0,43
"2.5%332","Johnson","Residential Improved","Needham",0.9,0.91,0.93,11.28,43.87,1.04,0,98
"2.5%333","Johnson","Residential Improved","Nineveh",0.88,0.91,0.94,8.09,13.03,1.01,0,37
"2.5%334","Johnson","Residential Improved","Pleasant",0.9,0.91,0.91,6.46,10.13,1.01,0,987
"df_sp154","Johnson","Residential Improved","Union",0.9,0.91,0.96,5.42,6.91,1,0,16
"2.5%335","Johnson","Residential Improved","White River",0.91,0.91,0.92,14.15,64.79,1.06,0,822
"1145","Knox","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1146","Knox","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1147","Knox","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%336","Knox","Commercial Improved","Countywide",0.81,0.91,0.98,15.62,20.32,1.01,0,23
"df_sp155","Knox","Commercial Improved","Busseron",0.71,0.91,1.01,10.25,14.01,0.99,0,5
"df_sp156","Knox","Commercial Improved","Vincennes",0.82,0.91,1.05,17.04,21.63,1.01,0,18
"df_sp157","Knox","Residential Vacant","Countywide",0.85,0.96,1,6.75,8.67,0.99,0,14
"1148","Knox","Residential Vacant","Busseron",NA,NA,NA,NA,NA,NA,NA,0
"df_sp158","Knox","Residential Vacant","Vincennes",0.85,0.95,0.99,5.99,8.21,1.01,0,11
"2.5%337","Knox","Residential Improved","Countywide",0.89,0.91,0.92,14,18.19,1.02,0,360
"df_sp159","Knox","Residential Improved","Busseron",0.85,0.92,0.99,7.46,9.62,1.03,0,10
"df_sp160","Knox","Residential Improved","Decker",0.85,0.92,0.94,5.38,7.34,0.98,0,8
"2.5%338","Knox","Residential Improved","Harrison",0.84,0.92,0.99,14.09,18.07,1.02,0,20
"df_sp161","Knox","Residential Improved","Palmyra",0.85,0.91,1.03,12.91,15.31,1.03,0,17
"df_sp162","Knox","Residential Improved","Steen",0.82,0.94,1.03,10.9,14.09,1.02,0,9
"2.5%339","Knox","Residential Improved","Vigo",0.9,0.93,1.01,14.02,18.57,1.03,0,37
"2.5%340","Knox","Residential Improved","Vincennes",0.88,0.9,0.92,14.8,19.04,1.03,0,241
"df_sp163","Knox","Residential Improved","Washington",0.86,0.91,0.95,12.84,18.85,1.01,0,18
"df_sp164","Kosciusko","Industrial Vacant","Countywide",0.89,0.98,1.2,13.95,18.79,1.01,0,6
"df_sp165","Kosciusko","Industrial Improved","Countywide",0.83,1,1.06,17.24,22.69,1.05,0,13
"df_sp166","Kosciusko","Industrial Improved","Plain",0.84,0.99,1.29,18.38,21.09,0.99,0,6
"df_sp167","Kosciusko","Industrial Improved","Clay",0.65,1,1.06,16.46,22.93,1.03,0,7
"df_sp168","Kosciusko","Commercial Vacant","Countywide",0.77,1,1.09,14.78,20.38,1.01,0,6
"2.5%341","Kosciusko","Commercial Improved","Countywide",0.94,0.98,1.01,16.19,20.42,1.02,0,138
"2.5%342","Kosciusko","Commercial Improved","Wayne",0.93,0.98,1.01,16.79,21.07,1.02,0,96
"df_sp169","Kosciusko","Commercial Improved","Tippecanoe",0.82,1,1.06,13.39,18.98,1.02,0,11
"df_sp170","Kosciusko","Commercial Improved","Turkey Creek",0.88,0.98,1.1,15.41,20.35,1.02,0,19
"df_sp171","Kosciusko","Commercial Improved","Clay",0.9,0.99,1.06,14.67,17.8,1.03,0,12
"2.5%343","Kosciusko","Residential Vacant","Countywide",0.97,1,1,12.44,17.43,1,0,154
"df_sp172","Kosciusko","Residential Vacant","Plain",0.85,1,1.05,12.03,19.55,1,0,10
"df_sp173","Kosciusko","Residential Vacant","Van Buren",0.95,1,1.02,4.36,6.18,0.97,0,10
"2.5%344","Kosciusko","Residential Vacant","Turkey Creek",0.81,1,1.06,17.14,20.71,0.98,0,32
"2.5%345","Kosciusko","Residential Vacant","Tippecanoe",0.9,1,1.03,15.56,22.63,0.98,0,29
"2.5%346","Kosciusko","Residential Vacant","Wayne",0.94,1,1.01,10.11,13.92,1.02,0,63
"df_sp174","Kosciusko","Residential Vacant","Clay",0.97,1,1.02,10.62,17.94,0.99,0,9
"2.5%347","Kosciusko","Residential Improved","Countywide",1,1,1,9.67,14.68,1.01,0,1312
"2.5%348","Kosciusko","Residential Improved","Clay",0.91,1,1.02,6.48,8.7,1.02,0,24
"df_sp175","Kosciusko","Residential Improved","Monroe",0.97,1,1,7.31,11.64,1.02,0,18
"2.5%349","Kosciusko","Residential Improved","Harrison",0.93,1,1.01,8.33,11.21,1.01,0,43
"df_sp176","Kosciusko","Residential Improved","Franklin",0.92,1,1.03,5.88,8.7,1,0,10
"2.5%350","Kosciusko","Residential Improved","Lake",0.9,0.99,1.01,12.02,16.54,0.99,0,29
"2.5%351","Kosciusko","Residential Improved","Plain",0.98,1,1,9.13,12.89,0.99,0,134
"df_sp177","Kosciusko","Residential Improved","Prairie",0.86,1,1.01,10.09,14.6,1.01,0,14
"2.5%352","Kosciusko","Residential Improved","Tippecanoe",0.94,1,1.01,12.22,15.82,1.03,0,151
"2.5%353","Kosciusko","Residential Improved","Turkey Creek",0.99,1,1.01,10.89,15.15,1.03,0,204
"2.5%354","Kosciusko","Residential Improved","Van Buren",0.92,1,1.01,10.03,13.38,1,0,55
"2.5%355","Kosciusko","Residential Improved","Washington",0.87,1,1,17.33,41.15,1.08,0,35
"2.5%356","Kosciusko","Residential Improved","Wayne",0.99,1,1,8.26,11.4,1,0,527
"df_sp178","Kosciusko","Residential Improved","Etna",0.98,1,1.02,9.12,16.85,1,0,13
"2.5%357","Kosciusko","Residential Improved","Seward",0.94,1,1.02,10.91,15.68,1.03,0,37
"df_sp179","Kosciusko","Residential Improved","Scott",0.9,1,1.04,9.63,12.89,1.02,0,18
"1149","Lagrange","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp180","Lagrange","Industrial Improved","Countywide",0.48,0.52,0.56,13.59,22.19,1.03,0,8
"1150","Lagrange","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%358","Lagrange","Commercial Improved","Countywide",0.74,0.84,0.94,26.03,36.05,1.03,0,20
"2.5%359","Lagrange","Residential Vacant","Countywide",0.78,0.9,1.05,22.15,29.2,1.08,0,22
"df_sp181","Lagrange","Residential Vacant","Johnson",0.82,0.95,1.09,15.88,19.15,0.94,0,10
"df_sp182","Lagrange","Residential Vacant","Bloomfield",0.67,0.89,1.05,26.78,36.84,1.24,0,12
"2.5%360","Lagrange","Residential Improved","Countywide",0.93,0.94,0.96,12.6,15.67,1.02,0,616
"2.5%361","Lagrange","Residential Improved","Bloomfield",0.91,0.94,0.99,12.99,15.96,1.02,0,110
"2.5%362","Lagrange","Residential Improved","Clay",0.91,0.94,1,12.4,15.99,1.02,0,45
"2.5%363","Lagrange","Residential Improved","Clearspring",0.86,0.93,0.96,12.78,16.47,1.02,0,45
"df_sp183","Lagrange","Residential Improved","Eden",0.86,0.95,0.99,12.42,15.42,1.02,0,18
"2.5%364","Lagrange","Residential Improved","Greenfield",0.87,0.95,1.03,12.58,15.82,1.03,0,22
"2.5%365","Lagrange","Residential Improved","Johnson",0.91,0.94,0.98,12.3,15.18,1.02,0,120
"2.5%366","Lagrange","Residential Improved","Lima",0.84,0.95,1.01,13.68,16.31,1.01,0,38
"2.5%367","Lagrange","Residential Improved","Milford",0.88,0.93,0.97,12.5,15.58,1.02,0,100
"2.5%368","Lagrange","Residential Improved","Newbury",0.92,0.96,0.98,12.84,16.89,1.01,0,75
"df_sp184","Lagrange","Residential Improved","Springfield",0.81,0.95,1,11.21,13.76,1.02,0,12
"2.5%369","Lagrange","Residential Improved","Van Buren",0.89,0.94,0.99,11.08,13.14,1.02,0,31
"df_sp185","Lake","Industrial Vacant","Countywide",1,1.01,1.14,13.49,22.8,1.05,0,7
"2.5%370","Lake","Industrial Improved","Countywide",0.95,0.97,0.98,12,40.03,1.04,0,47
"df_sp186","Lake","Industrial Improved","Calumet",0.94,0.98,1,6.77,10.27,1,0,9
"df_sp187","Lake","Industrial Improved","Center",0.95,0.97,1.17,43.7,72.79,1.33,0,7
"df_sp188","Lake","Industrial Improved","North",0.95,0.98,0.99,5.32,9.1,0.98,0,19
"df_sp189","Lake","Industrial Improved","Ross",0.89,0.91,0.95,6.47,9.67,1.01,0,9
"1151","Lake","Industrial Improved","Cedar Creek",NA,NA,NA,NA,NA,NA,NA,0
"2.5%371","Lake","Commercial Vacant","Countywide",0.97,0.99,1,9.79,16.22,1,0,31
"df_sp190","Lake","Commercial Vacant","Center",0.87,0.98,1.01,8.48,12.9,1.02,0,6
"df_sp191","Lake","Commercial Vacant","North",0.98,1.01,1.07,8.09,12.98,1.02,0,10
"df_sp192","Lake","Commercial Vacant","Ross",0.91,1.04,1.21,8.06,11.18,0.96,0,5
"df_sp193","Lake","Commercial Vacant","Calumet",0.83,0.98,0.99,11.98,20.61,0.93,0,10
"2.5%372","Lake","Commercial Improved","Countywide",0.97,0.98,0.98,7.89,13.69,1.02,0,553
"2.5%373","Lake","Commercial Improved","Calumet",0.94,0.97,0.99,7.16,10.36,1.02,0,53
"df_sp194","Lake","Commercial Improved","Cedar Creek",0.91,0.97,1.02,9.99,15.79,1.01,0,15
"2.5%374","Lake","Commercial Improved","Center",0.91,0.96,1,8.98,14.3,1.02,0,36
"2.5%375","Lake","Commercial Improved","Hanover",0.94,0.97,0.99,6.06,11.24,0.99,0,20
"2.5%376","Lake","Commercial Improved","Hobart",0.96,0.97,0.99,5.63,11.3,1,0,46
"2.5%377","Lake","Commercial Improved","North",0.98,0.98,0.99,7.94,14.45,1.02,0,308
"2.5%378","Lake","Commercial Improved","Ross",0.84,0.89,0.95,9.59,10.97,1.03,0,41
"2.5%379","Lake","Commercial Improved","St. John",0.97,0.99,1.03,7.93,12.32,1.01,0,28
"df_sp195","Lake","Commercial Improved","Eagle Creek",0.96,0.98,0.99,2.14,3.33,1,0,6
"2.5%380","Lake","Residential Vacant","Countywide",0.97,0.99,1,10.19,14.67,0.99,0,254
"df_sp196","Lake","Residential Vacant","Calumet",0.95,0.98,1.02,6.63,8.67,1.02,0,17
"2.5%381","Lake","Residential Vacant","Cedar Creek",0.99,1,1.02,5.32,8.72,1.02,0,24
"2.5%382","Lake","Residential Vacant","Center",0.91,0.93,1,14.73,19.55,1.01,0,48
"df_sp197","Lake","Residential Vacant","Hanover",0.93,0.94,1.07,9.8,11.6,1.01,0,9
"df_sp198","Lake","Residential Vacant","Hobart",0.76,0.91,0.99,14.67,20.72,1.03,0,7
"2.5%383","Lake","Residential Vacant","North",0.91,0.94,0.99,10.03,13.62,1,0,49
"2.5%384","Lake","Residential Vacant","St. John",0.93,0.97,0.99025,10.82,15.42,1,0,54
"df_sp199","Lake","Residential Vacant","Winfield",0.92,0.99,1.03,8.82,12.2,1.01,0,16
"2.5%385","Lake","Residential Vacant","Eagle Creek",1,1.01,1.03,6.24,8.93,0.99,0,30
"2.5%386","Lake","Residential Improved","Countywide",0.98,0.99,0.99,10.81,39.02,1.02,0,14215
"2.5%387","Lake","Residential Improved","Calumet",0.98,0.98,0.99,9.45,13.29,1.02,0,1320
"2.5%388","Lake","Residential Improved","Cedar Creek",0.98,0.99,0.99,11.09,44.97,1.04,0,466
"2.5%389","Lake","Residential Improved","Center",0.96,0.96,0.97,16.52,62.81,1.06,0,1842
"2.5%390","Lake","Residential Improved","Eagle Creek",0.97,1,1.04,6.62,8.77,1.01,0,22
"2.5%391","Lake","Residential Improved","Hanover",0.98,0.98,0.99,11.44,48.27,1.04,0,1479
"2.5%392","Lake","Residential Improved","Hobart",1,1,1,7.91,26.6,1.01,0,1285
"2.5%393","Lake","Residential Improved","North",0.97,0.97,0.98,10.89,30.09,1.02,0,4162
"2.5%394","Lake","Residential Improved","Ross",0.98,0.99,1,8.17,10.97,1.01,0,776
"2.5%395","Lake","Residential Improved","St. John",0.99,1,1,8.85,38.42,1.02,0,1940
"2.5%396","Lake","Residential Improved","West Creek",0.99,0.99,1,7.68,10.75,1.01,0,317
"2.5%397","Lake","Residential Improved","Winfield",0.99,1,1,11.38,50.12,1.04,0,606
"1152","Laporte","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1153","Laporte","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1154","Laporte","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp200","Laporte","Commercial Improved","Countywide",0.93,0.97,1,5.27,6.43,1.01,0,18
"2.5%398","Laporte","Residential Vacant","Countywide",0.93,0.98,0.99,6.34,9.25,1.01,0,44
"df_sp201","Laporte","Residential Vacant","Center",0.95,0.99,1.08,10.22,15.93,1.02,0,6
"df_sp202","Laporte","Residential Vacant","Coolspring",0.91,0.92,0.98,3.18,4.52,1.01,0,6
"df_sp203","Laporte","Residential Vacant","Kankakee",0.9,0.97,0.99,3.54,4.73,1,0,5
"df_sp204","Laporte","Residential Vacant","Michigan",0.94,0.98,1,5.82,8.2,1.02,0,9
"df_sp205","Laporte","Residential Vacant","New Durham",0.88,1,1.09,5.67,8.1,1,0,5
"df_sp206","Laporte","Residential Vacant","Galena",0.89,0.96,1.03,6.41,7.93,1.03,0,8
"df_sp207","Laporte","Residential Vacant","Lincoln",0.83,0.93,1,5.72,7.66,0.98,0,5
"2.5%399","Laporte","Residential Improved","Countywide",0.9,0.9,0.9,9.13,12.34,1.01,0,823
"df_sp208","Laporte","Residential Improved","Clinton",0.74,0.9,0.95,11.87,14.98,1.01,0,10
"df_sp209","Laporte","Residential Improved","Cass",0.74,0.9,0.94,7.08,9.93,1.01,0,5
"2.5%400","Laporte","Residential Improved","Center",0.9,0.9,0.91,8.95,12.56,1.01,0,224
"2.5%401","Laporte","Residential Improved","Coolspring",0.88,0.9,0.9,9.13,12.97,1,0,82
"df_sp210","Laporte","Residential Improved","Galena",0.86,0.93,1.01,4.34,6.01,1.02,0,5
"df_sp211","Laporte","Residential Improved","Hanna",0.82,0.92,0.93,6.2,8.8,1.01,0,11
"df_sp212","Laporte","Residential Improved","Hudson",0.91,0.95,0.97,2.18,2.85,1,0,5
"2.5%402","Laporte","Residential Improved","Kankakee",0.8,0.9,0.91,8.71,11.2,0.98,0,21
"df_sp213","Laporte","Residential Improved","Lincoln",0.9,0.91,0.98,6.03,8.4,1.01,0,12
"2.5%403","Laporte","Residential Improved","Michigan",0.87,0.9,0.91,10.28,13.44,1.01,0,277
"2.5%404","Laporte","Residential Improved","New Durham",0.84,0.9,0.92,8.12,10.88,1,0,37
"df_sp214","Laporte","Residential Improved","Noble",0.85,0.9,0.98,8.47,12.1,1.01,0,9
"2.5%405","Laporte","Residential Improved","Pleasant",0.88,0.9,0.91,6.75,9.92,1.01,0,21
"2.5%406","Laporte","Residential Improved","Scipio",0.83,0.9,0.9,7.31,9.44,1.01,0,31
"2.5%407","Laporte","Residential Improved","Springfield",0.83,0.9,0.96,8.62,10.81,0.98,0,25
"2.5%408","Laporte","Residential Improved","Union",0.84,0.9,0.92025,8.46,10.6,1.02,0,30
"df_sp215","Laporte","Residential Improved","Washington",0.71,0.92,0.99,11.45,16.05,1,0,11
"df_sp216","Laporte","Residential Improved","Wills",0.84,0.9,0.92,3.76,5.2,1,0,7
"1155","Lawrence","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1156","Lawrence","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1157","Lawrence","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%409","Lawrence","Commercial Improved","Countywide",0.89,1.05,1.09,11.06,13.33,1.01,0,34
"2.5%410","Lawrence","Commercial Improved","Shawswick",0.87,0.95,1.07,12.12,13.5,1.02,0,22
"df_sp217","Lawrence","Commercial Improved","Indian Creek",1.02,1.08,1.1,8.93,12.54,0.98,0,12
"2.5%411","Lawrence","Residential Vacant","Countywide",0.97,1.02,1.07,8.56,10.86,0.97,0,24
"df_sp218","Lawrence","Residential Vacant","Shawswick",0.97,1.03,1.07,7.7,9.78,0.98,0,16
"df_sp219","Lawrence","Residential Vacant","Indian Creek",0.81,1.02,1.11,10.09,13.14,0.99,0,8
"2.5%412","Lawrence","Residential Improved","Countywide",0.91,0.93,0.94,9.99,12.92,1.02,0,344
"2.5%413","Lawrence","Residential Improved","Guthrie",0.9,0.94,0.99,7.32,9.32,1.02,0,20
"df_sp220","Lawrence","Residential Improved","Indian Creek",0.89,0.91,0.94,6.55,9.03,1.01,0,17
"2.5%414","Lawrence","Residential Improved","Marion",0.89,0.92,0.97,10.61,13.07,1.01,0,66
"2.5%415","Lawrence","Residential Improved","Marshall",0.88,0.93,0.96,9.48,13.71,1.01,0,35
"2.5%416","Lawrence","Residential Improved","Perry",0.92,0.93,0.97,7.73,10.62,1,0,31
"2.5%417","Lawrence","Residential Improved","Shawswick",0.9,0.93,0.95,10.87,13.69,1.03,0,168
"1158","Madison","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1159","Madison","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1160","Madison","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1161","Madison","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1162","Madison","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%418","Madison","Residential Improved","Countywide",0.93,0.93,0.94,11.31,14.32,1.03,0,740
"df_sp221","Madison","Residential Improved","Adams",0.9,0.95,1.03,8.34,11.2,1.03,0,12
"2.5%419","Madison","Residential Improved","Anderson",0.92,0.94,0.95,11.19,14.14,1.03,0,346
"2.5%420","Madison","Residential Improved","Boone",0.86,0.93,1.01,14.39,16.51,1.03,0,42
"2.5%421","Madison","Residential Improved","Duck Creek",0.91,0.95,0.99,12.14,15,1.03,0,70
"2.5%422","Madison","Residential Improved","Fall Creek",0.9,0.93,0.95,10.91,14.52,1.01,0,93
"2.5%423","Madison","Residential Improved","Green",0.88,0.91,0.94,9.49,12.2,1.01,0,66
"2.5%424","Madison","Residential Improved","Lafayette",0.81,0.92,0.95,12.08,15.05,1.03,0,24
"df_sp222","Madison","Residential Improved","Richland",0.93,0.98,1.05,10.75,14.6,1.03,0,16
"2.5%425","Madison","Residential Improved","Stony Creek",0.9,0.94,0.98,9.59,13.79,1.02,0,28
"2.5%426","Madison","Residential Improved","Union",0.89,0.93,0.99,12.03,15.51,1.03,0,43
"df_sp223","Marion","Industrial Vacant","Countywide",0.94,0.97,1.2,12.33,16.91,0.97,0,6
"2.5%427","Marion","Industrial Improved","Countywide",0.9,0.94,0.99025,10.09,13.94,1.04,0,28
"df_sp224","Marion","Industrial Improved","Center",0.84,0.94,1,11.35,15.81,1.03,0,17
"df_sp225","Marion","Industrial Improved","Decatur",0.77,0.91,0.99,5.97,9.1,1.02,0,5
"df_sp226","Marion","Industrial Improved","Warren",0.93,0.97,1.1,8.7,10.45,0.99,0,6
"df_sp227","Marion","Commercial Vacant","Countywide",0.8,0.99,1.05,15.21,19.67,1.04,0,13
"2.5%428","Marion","Commercial Improved","Countywide",0.92,0.94,0.97,14.8,18.97,1,0,199
"2.5%429","Marion","Commercial Improved","Center",0.96,1.03,1.09,17.61,23.81,0.98,0,53
"df_sp228","Marion","Commercial Improved","Decatur",0.84,0.91,0.96,6.88,8.14,1.02,0,6
"df_sp229","Marion","Commercial Improved","Franklin",0.75,0.91,1.08,10.71,14.25,1.03,0,5
"2.5%430","Marion","Commercial Improved","Lawrence",0.84,0.95,1.01,12.49,15.25,1.03,0,24
"2.5%431","Marion","Commercial Improved","Perry",0.87,0.91,0.95,7.11,8.9,1,0,30
"df_sp230","Marion","Commercial Improved","Pike",0.84,0.91,1.08,16.21,20.08,0.99,0,10
"2.5%432","Marion","Commercial Improved","Warren",0.81,0.93,1.03,18.92,22.43,0.99,0,29
"df_sp231","Marion","Commercial Improved","Washington",0.92,0.94,1,10.1,14.14,1,0,15
"2.5%433","Marion","Commercial Improved","Wayne",0.8,0.96,1.01,13.51,16.67,1.03,0,27
"2.5%434","Marion","Residential Vacant","Countywide",0.9,0.94,0.96,15.51,24.76,1.01,0,127
"2.5%435","Marion","Residential Vacant","Center",0.81,0.85,0.95,16.98,20.72,0.95,0,32
"1163","Marion","Residential Vacant","Decatur",NA,NA,NA,NA,NA,NA,NA,0
"df_sp232","Marion","Residential Vacant","Franklin",0.82,1.04,1.36,24.49,31.31,1.03,0,7
"df_sp233","Marion","Residential Vacant","Lawrence",0.74,0.93,1.01,14.81,18.96,1.04,0,14
"df_sp234","Marion","Residential Vacant","Perry",0.88,1,1.09,12.65,15.49,1.04,0,14
"df_sp235","Marion","Residential Vacant","Pike",0.79,0.94,1.03,12.12,15.05,1.01,0,7
"df_sp236","Marion","Residential Vacant","Warren",0.83,0.91,1.01,28.44,48.35,1.11,0,13
"2.5%436","Marion","Residential Vacant","Washington",0.9,0.94,0.99,10.09,13.57,1.01,0,29
